,id,text,label,dataset
11740,12039,im n a tight circle bitch you can't get thru dis loop,0,davidson2017
7204,7409,[USER] i have something that you don't bitch. always remember that.,0,davidson2017
17163,17555,rt [USER]: rt [USER]: leave the bitching to the bitches !,0,davidson2017
4713,4851,[USER] i will literally confront some bitch asses! fo reall. trill.,0,davidson2017
4551,4685,[USER] knocked that bitch soul out her body lol,0,davidson2017
3138,3218,[USER] what are you doing bitch,0,davidson2017
22841,23320,why 2 dudes would wanna fuck the same bitch at the same time is far beyond me.,0,davidson2017
10500,10779,i hate when cute ass girls have wack af boyfriends like bitch youre settlling. quit your settling and be with a real nigga,0,davidson2017
14035,14375,rt [USER]: if she lives at home she's a little less likely to cheat on you and be a ho,0,davidson2017
22871,23351,why do thetea baggers like this bald asshole complain about how long a bill is? should we just draw you morons pictures. morning joe,0,davidson2017
13045,13365,my hair is trash. i need to put a masque on it.. but that takes so much energy that i don't have.,0,davidson2017
22893,23373,why is this bitch throwing condoms? lmao,0,davidson2017
16639,17022,rt [USER]: happy halloween from rick james (aka swaggy) and charlie murphy ( [USER] ) haha darkness everybody [URL],0,davidson2017
6836,7029,[USER] house keeps passing cr's senate says no because harry ried is obamas bitch.. not his states who does the senators represent?,0,davidson2017
1912,1951,“[USER]: [USER] i'm outside your house come out” this bitch,0,davidson2017
6611,6797,[USER] garbage rappers can't learn. it's like teaching advanced algebra to a retard.,0,davidson2017
17108,17499,rt [USER]: how you pressed over some pussy you never had 👀? 😂😂😂,0,davidson2017
24628,25139,u stupid bitch,0,davidson2017
24708,25220,will u sell dat pussy for me?,0,davidson2017
470,478,"""i don't love these hoes, baby it's me and you forever""",0,davidson2017
2443,2494,[USER] smd bitch,0,davidson2017
2176,2221,...but if a show about obama was called whitish ..........y'all motherfuckers would cry racist like lil bitches. blackish,0,davidson2017
4221,4345,[USER] [USER] lmao nigga shoulda said i would be balless bc dat cold bitch wont stop blowin meswa agg,1,davidson2017
4746,4885,"[USER] ...honestly. that's where i'm the most retarded and is why stuck as artist hoping for a fair ""dealer/manager"" situation....",0,davidson2017
22344,22817,u of a hoes w/ the booties hangin out,0,davidson2017
11534,11827,if anxiety was a person i'd kill that bitch so fuckin fast.,0,davidson2017
20863,21314,sis said go to sleep i said bitch it's our b day i ain't sleeping 😜😜😜,0,davidson2017
15424,15787,"rt [USER]: it's okay for michael sam to mock manziel, but if johnny mocked sam by pretending to have a dick in his mouth he'd get a…",0,davidson2017
7037,7234,[USER] fingers crossed for you. if not? chug chug chug lol,0,davidson2017
16894,17281,rt [USER]: going as candace for halloween lmao ugly bitch,0,davidson2017
2416,2466,[USER] just remember to keep the skirt dark colored. it camouflages all that pan dimensional gore,0,davidson2017
4297,4424,[USER] [USER] fucking creepy ass nigguh lmao,0,davidson2017
2643,2705,[USER] let the hoes tell it man..,0,davidson2017
15473,15837,rt [USER]: 15 y/o me totally understood 'twin peaks'.  40 y/o me can't seem to follow these 'the great outdoors' goldfish crackers …,0,davidson2017
13295,13623,"nigga said dates is pussy installment plans, so is that why you gotta keep saying her when you get it cuz it's never truly yours?",0,davidson2017
6822,7013,[USER] [USER] bitch got arms like piccolo,0,davidson2017
11044,11329,i was damn near flossing with the bitch's tampon string. awful “[USER]: have anything stopped you from eating pussy? if so what was it?”,0,davidson2017
2966,3038,"[USER]....available online soon? i didn't have enough to get it after my anathema merch. it's a cracker, i need it. can u.....",0,davidson2017
8603,8840,dafuq is floppy bird ?,0,davidson2017
20598,21046,said you a mean bitch,0,davidson2017
14557,14906,rt [USER]: she paid $5 to hold the monkey and look what he did 😂😭😩 this monkey real af [URL],0,davidson2017
19457,19890,"rt [USER]: “[USER]: if you ask me, every bitch gay” not me i'm all sexual",0,davidson2017
960,982,💋💯 - ugh bitch i love you & that a s s 😩 your just simply flawless 💕 i remember when you cute a peice of your hair hella short 😂,0,davidson2017
3917,4031,[USER] [USER] yall playful don't come dumb hoes,0,davidson2017
11120,11407,"i wonder when twerking dies, what will all the hoes that became world star famous lives be like? where are they now?",0,davidson2017
23307,23792,"you fuck up , i try to be nice. i fuck up , you go ape shit and stay mad. wtf haha",0,davidson2017
2705,2769,[USER] all i remember was the fat bitch stealing the kfc bucket & hauling ass,0,davidson2017
20903,21354,"smh you dreamed i was a faggot? wow rt [USER]: my dream lmfao start from the bottom , up . [USER] [URL]",0,davidson2017
16292,16664,"rt [USER]: kanye was like... ""if any of you bitches even think about attacking me in the elevator😏""  [URL]",0,davidson2017
12,12,""" so hoes that smoke are losers ? "" yea ... go on ig",0,davidson2017
14742,15096,"rt [USER]: if he don't believe you, no refunds hoe.",0,davidson2017
7321,7531,[USER] i bet i fuck yo bitch tho,0,davidson2017
13790,14126,people get more and more retarded everyday,1,davidson2017
20530,20976,riding wit my old dude .. dis nicca bangin fresh prince summertime 😂😂😳😕😯✋,0,davidson2017
14844,15200,"rt [USER]: bitches be having no job no future no education & have the nerve to say ""all these niggas want is pussy"" bitch cause that…",0,davidson2017
12531,12843,"lmaoooo deep rt [USER]: that girl curved every nigga that tried to holla and nobody said ""fuck you then bitch""...white privilege",0,davidson2017
11717,12016,im a westside niggah so you know im rockin wit game,0,davidson2017
10902,11184,"i still can't get over some of these retards going ape shit over this iphone 5, makes no sense to me whats so ever.",0,davidson2017
11073,11358,i went from smart car to a bitch with some smart lips.,0,davidson2017
22390,22864,"unintended consequences of the current fed regulations.  trays of uneaten food thrown in the trash,  hungry kids.  [URL]",0,davidson2017
617,627,"""you're a garden rose, and that bitch is a weed.""",0,davidson2017
13145,13470,my sister is such a bitch to me when she don't get her way,0,davidson2017
8171,8398,brandon jennings trash,0,davidson2017
18056,18460,"rt [USER]: when tupac said ""i ain't a killer but don't push me, revenge is the sweetest joy next to getting pussy"" [URL]",0,davidson2017
12649,12963,look rich act poor and never trip over a bitch that ain't yours 💯,0,davidson2017
12789,13106,maybe next time i day drink ill balance it out with my bitch mary jane cause its levels too this shit,0,davidson2017
17312,17707,rt [USER]: your bf is broke bitch!,0,davidson2017
19845,20286,rt [USER]: idc about yall bitches yo,0,davidson2017
7942,8163,"bank robber who wore zebra-print dress arrested, police say [URL]",0,davidson2017
2770,2838,[USER] lol that hoe for 5yr old,0,davidson2017
984,1006,😂😂😂 rt [USER]: when a dyke get pregnant by mistake >>>>>,0,davidson2017
5002,5151,"[USER] [USER] little punk, we should send his ass to iraq for a few weeks!  little bitch would come home & kiss the ground!",0,davidson2017
12573,12885,lol @ me next time bitch,0,davidson2017
18927,19346,rt [USER]: top 5 thot tattoos :  1) dream catchers   2) bird feathers   3) inspirational quotes that they dont live by   4) animal p…,0,davidson2017
731,742,iowa is full of white trash,1,davidson2017
21241,21702,swear to god man niggas talk more than bitches these days,0,davidson2017
3895,4009,[USER] bitch who is you?,0,davidson2017
23070,23553,ya'll take note. there ain't never tornadoes where colored folk live,0,davidson2017
11028,11312,"i want one ae yous to start something with me tbh, but yous are aw pussy shame",0,davidson2017
15761,16129,rt [USER]: you're a faggot if you ever had the kim possible bbm notification,0,davidson2017
16825,17210,rt [USER]: [USER] [USER] [USER] powers u don't go outside ur tanks been on full for 2 months u anti social monkey,0,davidson2017
3748,3855,[USER] [USER] fuck off my pussy boi bitch,0,davidson2017
5997,6168,"[USER] lol my bad, i forgot that hoe made ya sad",0,davidson2017
9102,9356,find her ass and push her down some stairs by accident. throw some water on the floor. shit. kick a bitch.,0,davidson2017
11622,11916,if you arent going to stick to one garbage can for recycling im not going to give a single fuck about where im putting my trash.,0,davidson2017
12438,12750,like she got a death touch? rt [USER]: this bitch standing in front of me looking like rogue from the xmen,0,davidson2017
12083,12392,john mccain trashes jay carny live on cnn - syria isis obama [URL],0,davidson2017
14806,15160,"rt [USER]: hate basic bitches,",0,davidson2017
7560,7774,"all i ask for is love n loyalty. . nothing else. no arguing over other bitches/niggas , no he say she say , no social media bs... just love",0,davidson2017
2177,2222,...if amber rose can rock a bald head and a bald pussy then motherfucker so can i.,0,davidson2017
17206,17598,rt [USER]: this assholes mother should have shoved a coat hanger up her pussy & gouged him to death when he was a harmless fetus [URL],0,davidson2017
21260,21721,tk fucking money bitch,0,davidson2017
7959,8182,"be fearful of the wrath of god in a country where many mock christianity, embrace perversion, abortion, and bows to pc/multiculturalism.",0,davidson2017
619,629,"""your a queer"". 😒😒😒😒",0,davidson2017
17411,17808,rt [USER]: [USER] mann fuckk dat shit!!..fuckk dat bitch!! 😂😂,0,davidson2017
1975,2015,★ best asian massage on the park slope --top rated spa ★ 718-622-0221 - 24 [URL],0,davidson2017
3414,3503,[USER] [USER] i have an open mind and that bitch beyoncé is crazy😐,0,davidson2017
9363,9621,gta online today bitch ass niggas,0,davidson2017
22556,23032,well jay i guess if you wanna keep your house from burning down...the bird is the word yeah!!!! jay mohr sports [USER],0,davidson2017
142,144,"""[USER]: being single isn't an excuse to be a hoe."" [USER]",0,davidson2017
17793,18194,rt [USER]: when your bro ask for a turn when you about to get some pussy [URL],0,davidson2017
23593,24086,aye jalen can i borrow 50 dollars?? it aint like yu aint got two jobs?? well can i borrow some pussy? i aint like yu gone give up no head!,0,davidson2017
11329,11619,i'm not a ho because i think two men and one woman together is a threesome and not a train. get ya mind right,0,davidson2017
22080,22548,this is true... rt [USER]: charlie clips the coldest battle rapper doing it. no debating!!!,0,davidson2017
16707,17092,rt [USER]: “[USER]: sometimes females are just fucking retarded bro. i swear i just want to kick y'all in the ovaries.”,0,davidson2017
12942,13261,my instagram song ain't bout me postin pictures it's about how hoes not allowed to post pictures of me and i ain't posting none of them 👌,0,davidson2017
3523,3617,[USER] im a boss ass bitch,0,davidson2017
17620,18019,rt [USER]: [USER] bitch you got me i trouble i love you too .. take your drunk ass to sleept,0,davidson2017
10023,10295,i am legend in this bitch,0,davidson2017
15522,15887,rt [USER]: why ya niggas be gassin these wack ass bitches ? 😩😩,1,davidson2017
19725,20162,"rt [USER]: bitches be like ""if you come over were not fucking"" but it happened & she shaved bitch knew wassup 😂",0,davidson2017
9955,10227,hungry as ferkin nips,0,davidson2017
18228,18633,rt [USER]: “[USER]: my dog is gonna be a bitch magnet for sure 👌”no✋,0,davidson2017
3157,3238,[USER] no bitch lol i'm not about that life anymore,0,davidson2017
11215,11502,i'm a purple headed cunt,0,davidson2017
16918,17305,"rt [USER]: this white boy reached 999 in flappy bird, im so done with life...",0,davidson2017
2328,2374,[USER] she looks like a plastic monkey doll!,0,davidson2017
20905,21356,smile at the bitches who hate you.,0,davidson2017
7310,7518,[USER] [USER] gabby called her yesterday and we call her a bitch and then cried.,0,davidson2017
18334,18742,rt [USER]: another movie that's gonna make you question your bitch 😒😂 [URL],0,davidson2017
4415,4546,[USER] lmoa @ high as giraffe pussy,0,davidson2017
91,92,"""[USER]: when ur teacher tells u that u have homework [URL] this bitch need to go!!!",0,davidson2017
1393,1422,“[USER]: sometimes i hate az & sometimes i love it. depends on the time of year i guess.” & the dumb bitches that live here,0,davidson2017
9290,9546,fuck this bitch idc tgif,0,davidson2017
13592,13926,ole girl really told me she doesn't care if her boyfriend has hoes. this is what's wrong with our generation.,0,davidson2017
10179,10453,"i didnt buy any alcohol this weekend, and only bought 20 fags. proud that i still have 40 quid tbh",0,davidson2017
8997,9246,everybody [USER] was bout to fuck a fat bitch,0,davidson2017
11022,11305,i want a four loco right now so i can chug it and go straight to sleep.,0,davidson2017
18810,19227,"rt [USER]: [USER] thought you were sleeping, bitch ¿",0,davidson2017
20279,20724,rt [USER]: i aint gonna text first cus pride bitch,0,davidson2017
24581,25090,this movie is actually good cuz its so retarded,0,davidson2017
17954,18356,"rt [USER]: ""these hoes ain't loyal"" = women of this generation cannot be trusted.",0,davidson2017
10824,11105,i rarely drink so drunk bitches irritate me,0,davidson2017
10879,11161,i shot a stripper because hoes keep stealing my tacos. [URL],0,davidson2017
12176,12485,just watched the scene in zero dark thirty where they pop osama's bitch ass  u s a,1,davidson2017
11869,12172,is this napk bitch retarded or stupid wtf would you request me didn't she read my bio it's pretty… [URL],0,davidson2017
24335,24840,only my school wouldnt give kids their schedules... ghetto,0,davidson2017
17560,17959,rt [USER]: i'd get a girlfriend if i had hoes tho. lmaoo.,0,davidson2017
2269,2314,6' 217 on these hoes. i am not fat.  i'm big boned.  hehehehehe.,0,davidson2017
18379,18788,rt [USER]: that hoe is live though,0,davidson2017
7593,7808,all my hoes got money she in the mall she ballin bitch buy something for me,0,davidson2017
236,238,"""[USER]: my cousin said he share hoes with his brothers. he said sharing is caring and he love his brothers 😂""",0,davidson2017
4848,4989,[USER] i've been knowing fag,1,davidson2017
3633,3732,[USER] they're both big bitches tho lol,0,davidson2017
8122,8348,bobby bitch dropping in five minutes though .... let that sink in 🙌🙌,0,davidson2017
10489,10767,"i hate when a girls all ""i'm single and i do single shit (be a lil thottie) cuff me if you have a problem"" like bitch i'll rko your ass",0,davidson2017
12187,12497,kangaroo jac ! “[USER]: a bitch wit dry weave rt [USER]: fuck i look like hoe [URL],0,davidson2017
20348,20794,rt [USER]: gov rick scott refuses to debate charlie crist because of a small fan [URL],0,davidson2017
24692,25204,why cant girls just admit that they want the dick as much as us guys want the pussy? human nature duhh,0,davidson2017
12591,12904,lol at bitches thinking kanye is the perfect man because he opened the car door for his wife.. you bitches don't know wtf y'all need..,0,davidson2017
12578,12891,lol i never understood retards who use the atm and pay a $2 fee to get $20 and put it in gas so the don't pay the credit price -_-,0,davidson2017
15157,15515,rt [USER]: dorks are fucking bitch-magnets. sorry.,0,davidson2017
18459,18868,rt [USER]: 7 out of 10 rt [USER]: every bitch in houston look good ?,0,davidson2017
3804,3913,[USER] [USER] [USER] [USER] [USER] you cant call someone a fag if you're snuggling up with guys,0,davidson2017
14053,14393,"rt [USER]: ""my hoes are your hoes...but my wife is all mine"" wise brethren words",0,davidson2017
10669,10949,i like how niggas try an come at me and im like do it then bitch and they dont do shit. pussies,1,davidson2017
2616,2676,[USER] bro that hoe live,0,davidson2017
9753,10019,he's a pretty damn good actor. but as a gay man it's awesome to see an openly queer actor given the lead role for a major superhero film.,0,davidson2017
14644,14994,"rt [USER]: ""suicide girl hopeful"" how about getting a job hopeful, or going to school hopeful you silly bitches!",0,davidson2017
11896,12200,it makes me sad knowing this queers won't be down the street anymore. [USER] [USER] sad tweet,0,davidson2017
11634,11928,"if you enjoy hunting for sport, then you're trash. if you hunt for food, you deserve to starve.",0,davidson2017
7636,7852,all these break ups gon be a crazy hoe free agency this summer do your googles,0,davidson2017
3222,3306,[USER] them stop being a bitch and do it,0,davidson2017
14265,14607,rt [USER]: just call me a nigger cause that's what u really want to say at the end of the day [USER],0,davidson2017
7868,8089,aye my nigha yea you read in dis... gone let ya bitch fuck wit my team [USER] donjuuuan… [URL],0,davidson2017
6118,6295,[USER] [USER] basically any foams over a 8 ugly... all dem bitches look big long an floppy (nh),0,davidson2017
21278,21739,talk about me behind my back 😖i hate that pussy shit.,0,davidson2017
15994,16363,rt [USER]: the first day of school lost student: say bro you know whe... me: cho bitch ass up. [URL],0,davidson2017
6481,6664,[USER] umm you sure the hoes i talk to aren't ugly,0,davidson2017
16126,16496,rt [USER]: wcw both the babes [USER] & [USER] . 😻😻 love thse sexy bitches!! best friend babe… [URL],0,davidson2017
9775,10041,"hell yuhh they hit haha s/o ma nigga, gmula! cheweing one takes a chug, then sniffey",0,davidson2017
15937,16306,rt [USER]: i can't stand a stuck up bitch. always got a attitude for no reason. i don't know who hurt y'all but stay tf from round me 😒✌️,0,davidson2017
4464,4596,[USER] [USER] aye sae en feeld kawkin dyke,0,davidson2017
17100,17490,rt [USER]: y'all hoes ain't slick,0,davidson2017
22322,22793,tyler's my bitch. sorry but i own you.,0,davidson2017
20810,21261,shoutout to brooklyn and this $3.47/gal gas. on my way to atlantic to mess with ghetto girls working at target now.,0,davidson2017
11731,12030,im in a full suit bow tie and all at a restaurant & called my frat a bitch ass nigga.caught myself bc im around white ppl staring at me lol,0,davidson2017
10237,10515,i don't put nothing pass nobody when it comes money n pussy.,0,davidson2017
10113,10386,i can't believe these ghetto fucks left this little kid next to me. he's now playing with fucking everything. odds of his survival? minimal.,0,davidson2017
17841,18243,rt [USER]: “[USER]: fucking niggas bitches man i'm use to it”,0,davidson2017
13420,13751,nobody on planet earth more protective than bull dykes,0,davidson2017
6968,7164,[USER] that's what happens when you date a colored,1,davidson2017
13692,14028,only we would cut our best tight end and resign a trash nigga who can't make a play to save his life,0,davidson2017
11764,12063,im tired of seeing this disturbing bitch with 3 tits,0,davidson2017
24208,24712,maybe bitches will stop talking about this dude omari one day,0,davidson2017
17177,17569,"rt [USER]: my daddy told me not to date a man with soft hands lol... either he doesn't do hard labor or he's a ""faggot"".",0,davidson2017
16680,17064,rt [USER]: mimi so proud to be a hoe,0,davidson2017
24355,24860,pregnant at the same time and bitches think that's cute,0,davidson2017
982,1004,😂😂😂 nicca gotta team full of worsum hoes,0,davidson2017
18858,19276,rt [USER]: not a flagrant lebrons a bitch,0,davidson2017
3535,3629,"[USER] i'll try tomorrow rt [USER]: gonna try and eliminate the word ""bitch"" out of my vocabulary. i need to start bettering myself",0,davidson2017
4554,4688,[USER] thanks!!! now go clean that trash can ya lil nasty! lol,0,davidson2017
15279,15639,rt [USER]: please win it all this year [USER],0,davidson2017
12771,13088,marilyn monroe set the standard for what hoes can achieve in society,0,davidson2017
1878,1916,“[USER]: [USER] yo mama was confused when she had u” lol .. these hoes ain't got no manners,0,davidson2017
3752,3860,"[USER] idk is she's actually from there lol, we followed a band. but we met a few bainbridgians. this bitch had like 4 teeth i swear lol",0,davidson2017
3713,3820,[USER] bitch merry christmas,0,davidson2017
23463,23953,you're all just crows on the power lines.,0,davidson2017
22494,22969,watching forrest gump has taught me that these bitches wanna hoes until they're tired,0,davidson2017
23766,24260,don't be surprised when i'm a bitch to you because you're always a dick towards me,0,davidson2017
20831,21282,"shut yo ""new year, new me"" lookin ass up bitch. ",0,davidson2017
2822,2891,"[USER] your gay stfu, dumb monkey",1,davidson2017
13203,13528,nature's majesty is beautiful! *melts butter* rt [USER]: photo: rare blue-colored red king crab caught in alaska waters: [URL],0,davidson2017
23673,24167,bitches love beyonce,0,davidson2017
6287,6468,[USER] you're also a better little bitch,0,davidson2017
12012,12316,"its so many bitches n their friends don't like me ,,, all because of one nigga. a nigga that ""i"" will && still have ,.. 😩😍😘💛💙💏",0,davidson2017
8719,8962,"did miguel just ""hulkamania leg drop"" a bitch from the top rope???",0,davidson2017
6186,6363,[USER] i don't fight bitchez. they bitch during it to much.,0,davidson2017
13809,14147,"perhaps ezra miller is the first crack toward changing that, regardless of whether he identifies as queer over gay.",0,davidson2017
5516,5674,[USER] [USER] christian keep laughing and me and him will fuck u up instead pussy bitch,0,davidson2017
9071,9324,fed ex some real hoe boys,0,davidson2017
22166,22635,this. good. prickly pear shiner [URL],0,davidson2017
21605,22068,"the punishment should fit the crime. for instance, if you take the last twinkie you should choke on that twinkie. twinkie's are sacred.",0,davidson2017
15254,15613,"rt [USER]: bitches will argue with you for 30 mins and then be like ""you know what, i aint gonna argue with you""  bitch what???",0,davidson2017
17332,17727,"rt [USER]: ""[USER]: when a fat bitch want you and a skinny bitch can't cook nothin for you 😂😂😂 these hoes ain't hungry 😂😂"" do…",0,davidson2017
12078,12387,joe ripping on a nobel prize winner while hes not their. what a little bitch morning joe,0,davidson2017
4886,5027,"[USER] he probably took off a point because gibbs isn't from the east coast and says ""hoes.""",0,davidson2017
15137,15495,"rt [USER]: 🙈🙈🙈 rt [USER]: gave her that ""move it lil nigger"" push smh.. [URL]",1,davidson2017
4358,4486,[USER] go to sleep you fag!,0,davidson2017
24382,24887,"ray allen like, ""man!! that's some goddamn motherfucking cunt ass bullshit!!!"" cus it is",0,davidson2017
1093,1117,“[USER]: adderall had me killing two birds with one stone [URL],0,davidson2017
17697,18097,"rt [USER]: lmaooooooo ain't fuckin no bitch with doo doo in her butt while i'm foreplaying, the fuck",0,davidson2017
24033,24530,"id look real retarded trynna hi 5 myself , so ill just do it in my head",0,davidson2017
1452,1482,“[USER]: some of y'all bios are trash.” mine pretty good,0,davidson2017
15539,15904,rt [USER]: i'm avoiding commitment because these hoes ain't loyal,0,davidson2017
23359,23845,you know what im into nigga .. money & expensive bitches,0,davidson2017
3261,3347,[USER] [USER]  all dem colored boys be sayin i dare baby daddy. i gots to protect my semen under da lock and key. and i wrap 2x,0,davidson2017
14483,14830,rt [USER]: i used to chase hoes now it's dollar$igns,0,davidson2017
781,796,the boondocks at 10:30 my nicca!,0,davidson2017
15984,16353,rt [USER]: “[USER]: this bitch is too real looooool [URL] yaga !!!!”” 😂😂😂😂😂😂😂😂,0,davidson2017
3297,3383,[USER] y don't both of those fat bitches die,0,davidson2017
19689,20126,"rt [USER]: “[USER]: hoes always say they a ""rider"" bitch stfu and ride this dick” lmaoooooooooooooooooooo 😭",0,davidson2017
7020,7216,[USER] the ending was retarded,0,davidson2017
11815,12115,inde jus got me all hype at work!! i knew my bitch candace ain't die,0,davidson2017
24126,24627,"just like i made you hoes come for me , i can make yall go away 👐✌️",0,davidson2017
19418,19848,rt [USER]: guys say “don’t wear leggings if you don’t got no ass” &i see you pussies walking around in muscle shirts without any mus…,0,davidson2017
21211,21671,stupid white people making my posts relevant to they own life stupid cousin toucher honk ie white trash blonde,1,davidson2017
15275,15635,"rt [USER]: if you can barely walk in your heels or your dress, bitch you are trying to hard",0,davidson2017
10389,10667,i got these 5 dominican hoes that randomly hit me up every so often & can't tell if they like me or tryna rob me.,0,davidson2017
1925,1964,"“[USER]: o u unfollowed me so i can't dm u, so i'll say it here, you're a rude cunt lmao” you can dm me",1,davidson2017
11138,11425,i wouldn't fuk a lot of u bitches .. real talk,0,davidson2017
8591,8828,drugs> is why giants are losing. just ask barry bonds and the hedge bet fund> world series game 6 faggots,0,davidson2017
23916,24413,"hey im not bragging but im like the best at haggling, you know i got that cash, capitalism, ho! rece atter indie game pick up lines",0,davidson2017
5931,6100,[USER] mostly move ya dumb bitch! haha,0,davidson2017
4743,4882,[USER] facts 😂 ... idc iont have no bitches so i'm good lol,0,davidson2017
11538,11831,"if eating the pussy makes you happy, i'm all for it. :)",0,davidson2017
22691,23169,when bitches you don't like talk to you at work. work problems workflow bye bitch [URL],0,davidson2017
4881,5022,[USER] bitch please. not gonna happen. nope.,0,davidson2017
11344,11635,i'm not the type to fight no bitch over a nigga im the type to say fucc that & take his bitch ✋😂😏,0,davidson2017
19497,19930,rt [USER]: bitches be out here eating pussy more than niggas ,0,davidson2017
19744,20183,rt [USER]: look at yall bitches for the child support keep getting pregnant ass bitches,0,davidson2017
3894,4008,[USER] bitch bye.,0,davidson2017
7471,7683,a teen was running around target in monkey pjs screaming oo oo ah ah & the fitting room girls were cackling. was today designed to annoy me?,0,davidson2017
21963,22430,this bitch in 7-11 wit hella face tats. she a female duddy 😏,0,davidson2017
4605,4741,"[USER] gotta love tanner country, hoes & all,haha!",0,davidson2017
22482,22957,washing my coon hair,1,davidson2017
11692,11991,"if your a nigga ... and you use the term "" yassssssssss "" im just gonna assume your a fag",0,davidson2017
5769,5933,[USER] hold it you fucking bitch,0,davidson2017
80,80,"""[USER]: the facts on tattoos...tattoo [URL] he's a pussy with not tattooing them nipples",0,davidson2017
11944,12248,it's going down it's going down it's going down lil bitch.,0,davidson2017
24000,24497,i pop dontae already & i got bitch for dah big 30 yaknow😩🙌💰🎲,0,davidson2017
5477,5635,"[USER] [USER] [USER] nope, it's a term used to mock teabagger scum like all three of you. better luck next time, pal.",0,davidson2017
23641,24135,bitch thats yo nigga 👀 ....well you aint his bitch 😂😂✌️✌️✌️,0,davidson2017
15872,16241,rt [USER]: explaining to a girl how u don't have hoes [URL],0,davidson2017
10261,10539,i dont got no type... bad bitches is the only thang that i like! you aint got no life.. cups with the ice and we do this every night!🎶,0,davidson2017
17712,18113,rt [USER]: finna hit this bitch with a handful of salt [URL],0,davidson2017
19664,20101,rt [USER]: gemini gets irritated by jealous bitches.,0,davidson2017
19227,19655,rt [USER]: dawn of the planet of the apes of the four calling birds of the three french hens of the two turtle doves of the partridge in …,0,davidson2017
9272,9528,fuck that hoe??? thats exactly what dese hoes doin. gettin fucked nd yall niggas the one to blame,1,davidson2017
6304,6485,[USER] [USER] [USER] its retarded,1,davidson2017
14520,14868,"rt [USER]: [USER] [USER] this cunt is still talking!? holy fuck, can you just get breast cancer already",0,davidson2017
22497,22972,"watchu smiling in da can foe nigguh,",0,davidson2017
9025,9277,except dat hazel nigga.. rt [USER]: “[USER]: i think all dem hoes on lahhh regular....”👈i know i can hit all of em too😩,0,davidson2017
4653,4790,[USER] why you gotta phone in your avi texting but you got negative bitches?,0,davidson2017
19062,19487,"rt [USER]: bow down to me bitches, i am your chief [URL]",0,davidson2017
17319,17714,"rt [USER]: girls, don't let a guy treat you like a yellow starburst. you are a pink starburst.",0,davidson2017
9365,9623,"guys, i just walked into an office, and the secretary has a bird. looks like i may just find out for myself. [URL]",0,davidson2017
879,898,"porn,android,i phone,i pad,sex,xxx, | fisting | whipped cream fisting [URL]",0,davidson2017
22996,23477,wow redskins don't want this,0,davidson2017
58,58,"""...son of a bitch took my tic tacs.""  i like this movie.",0,davidson2017
15150,15508,rt [USER]: bitch get off twitter and text me back i love u,0,davidson2017
12659,12973,looks as if federal gun laws to be proposed this week lack awb. hope the media and anti gun crowd choke on crow.,0,davidson2017
19076,19501,rt [USER]: 😂😂😂😂 rt “[USER]: wtf this bitch broke her arm eery time she hit the shit [URL],0,davidson2017
16029,16399,rt [USER]: ugly hoes love to fight lmao . they ain't got none to lose 😩😂,0,davidson2017
2140,2185,*does backflip* thissssssss!!! rt [USER]: you niggas switch up your opinions like faggots,0,davidson2017
4405,4535,[USER] [USER] just getting in! i hope so. cause they stunk it up last night.,0,davidson2017
23636,24130,bitch niggas owe me money,0,davidson2017
4736,4875,[USER] gotta turn the hoe into housewife,0,davidson2017
15307,15667,rt [USER]: boss niggas fuk wit boss bitches vice versa..,0,davidson2017
9044,9297,faggot ass bitch nigga,1,davidson2017
15912,16281,"rt [USER]: my bitch better lie to me, more than 5 bodies and i cant stomach it, ill fucking die",0,davidson2017
22446,22921,waddup bitch i gotta get tf outta this town tonite [URL],0,davidson2017
1720,1755,“[USER] yeah it's really far and it's alright if you like living by a whole lot of hicks haha,0,davidson2017
10210,10487,"i don't got no type, bad bitches is the only thing that i iike",0,davidson2017
19633,20070,"rt [USER]: maybe yall hoe ass niggas should start considering girls feelings shiii, think about if a nigga is doing what you're doing, …",0,davidson2017
1714,1749,“[USER]: fuck them texts! 😎 it's a movement. lmaooo “[USER]: courts texting rubbed off on me 😂””she used to be bitch bout it tho 😩,0,davidson2017
3826,3936,[USER] speaking of little bitch you didn't even do all your squats you little bitch kept talking to distract everyone else 😒 🙋👀👉🙎 icu,0,davidson2017
20873,21324,skippin spanish class the rest of this week fuck dat bitch,0,davidson2017
15029,15386,rt [USER]: 😂 rt [USER]: i’m assuming she got a cup on rt [USER]: her pussy got a bicep b. wtf? [URL],0,davidson2017
1706,1741,“[USER]: “[USER]: .. where the fuck is your top lip [URL] in my pussy” [USER],0,davidson2017
19466,19899,"rt [USER]: no mom. im not ""dramatic /immature"" i just have fucking mental problems and youre a bitch and a cunt.",1,davidson2017
21796,22262,these hoes going broke trying to look rich. act your wage!,0,davidson2017
1708,1743,“[USER]: 😂💩rt [USER]: lemme find out you niggaz letting bitches shit on yo faces” 😭 niggas is weirdos,1,davidson2017
8362,8592,can't take u coons nowhere & i mean nowhere,1,davidson2017
552,561,"""she was a bitch anyway""",0,davidson2017
18443,18852,rt [USER]: [USER] shi’...now i don't wanna rant b/c my first impression would be that i'm a such a bitch 😂 lmao.,0,davidson2017
6935,7130,"[USER] i'm just kidding, i'm not a fucking faggot",0,davidson2017
23030,23513,y'all dumb bitches out here fucking up,0,davidson2017
